0	16.0315	0	16.0315	0
1	0.0293844	-0.0685958	0.0746246	-1.16607
2	-0.157555	0.0773222	0.175506	2.68536
3	0.247825	-0.074535	0.258791	-0.292151
4	0.268363	-0.218058	0.345786	-0.682345
5	-0.0613805	0.0602301	0.0859955	2.36565
6	-0.039791	-0.0321698	0.0511685	-2.46171
7	0.279642	0.186667	0.336221	0.588593
8	-0.0415201	-0.012692	0.0434166	-2.84493
9	0.0185974	-0.106767	0.108375	-1.39834
10	-0.235908	-0.16827	0.289772	-2.522
11	0.139473	0.178545	0.226564	0.907646
12	0.168439	0.0600086	0.178809	0.342245
13	-0.290476	0.147783	0.325908	2.67096
14	0.0538831	-0.0531327	0.0756735	-0.778386
15	-0.182416	0.01811	0.183313	3.04264
16	0.0340718	-0.434819	0.436152	-1.4926
17	0.0551679	0.00833696	0.0557943	0.149985
18	-0.248343	-0.171003	0.301523	-2.53857
19	0.061746	0.000449449	0.0617477	0.00727886
20	0.165694	-0.021179	0.167042	-0.12713
21	0.545767	0.162614	0.569478	0.289579
22	0.0542762	-0.213263	0.220061	-1.32158
23	0.210275	-0.15674	0.262265	-0.640554
24	0.215721	-0.0881528	0.233038	-0.387934
25	-0.141711	0.158791	0.21283	2.29942
26	0.433348	-0.0970376	0.44408	-0.220291
27	-0.00439107	-0.0447435	0.0449585	-1.66862
28	-0.398486	-0.0220819	0.399098	-3.08623
29	-0.348722	0.251523	0.429967	2.51673
30	0.0887093	-0.291581	0.304777	-1.27546
31	0.298285	-0.251787	0.390347	-0.701067
32	-0.285668	0.178315	0.336753	2.58357
33	-0.112897	-0.265929	0.288901	-1.97228
34	0.25769	0.0433669	0.261314	0.166729
35	-0.0966799	-0.325833	0.339874	-1.85924
36	-0.138389	0.0648067	0.152812	2.70363
37	0.0694656	-0.0071833	0.069836	-0.103042
38	0.214837	0.281761	0.354322	0.919354
39	-0.334601	0.152417	0.36768	2.71416
40	0.390111	-0.0421497	0.392381	-0.107628
41	0.00635237	-0.0260792	0.0268417	-1.33187
42	-0.210887	0.0534173	0.217547	2.89351
43	-0.111984	-0.192392	0.22261	-2.09792
44	-0.343765	0.0989551	0.357724	2.86131
45	-0.198471	0.207462	0.287109	2.33405
46	0.17254	-0.190953	0.257358	-0.83601
47	0.0461656	0.345599	0.348669	1.438
48	-0.152361	-0.451035	0.476074	-1.89656
49	-0.0434062	-0.422415	0.424639	-1.67319
50	-0.0435747	-0.0983201	0.107543	-1.98797
51	0.00314444	-0.300845	0.300862	-1.56034
52	0.292925	0.331196	0.442149	0.846643
53	-0.102811	-0.246301	0.266897	-1.96623
54	0.0254617	0.242352	0.243686	1.46612
55	-0.105758	-0.167142	0.197791	-2.13495
56	0.18682	-0.46762	0.503558	-1.19071
57	-0.0799638	0.0298681	0.0853599	2.78412
58	-0.251205	0.0361897	0.253799	2.99851
59	-0.337809	-0.201093	0.393133	-2.60465
60	-0.12691	-0.288015	0.314736	-1.98584
61	-0.273513	0.284003	0.394293	2.33738
62	0.0131446	0.365161	0.365397	1.53481
63	-0.124672	-0.0917227	0.154777	-2.5073
64	0.0841491	0.0672741	0.107735	0.674414
65	0.188081	-0.0913125	0.209075	-0.451977
66	-0.194695	0.0996428	0.218712	2.66856
67	-0.0972679	-0.0278357	0.101172	-2.86287
68	0.216613	-0.0888724	0.234136	-0.389339
69	-0.0251986	0.0740312	0.0782023	1.89887
70	-0.258591	0.076878	0.269777	2.85262
71	-0.0201113	0.000965089	0.0201344	3.09364
72	-0.224994	-0.150342	0.270601	-2.55253
73	-0.415296	0.0125297	0.415485	3.11143
74	0.41549	-0.28491	0.503791	-0.601078
75	-0.183324	0.124674	0.221701	2.54437
76	0.0416128	-0.245704	0.249203	-1.40303
77	-0.331605	-0.263392	0.423482	-2.47034
78	0.243859	-0.157527	0.290313	-0.57354
79	0.23601	-0.326335	0.402735	-0.94466
80	-0.240659	0.271632	0.362906	2.29581
81	0.0758105	0.153988	0.171638	1.11332
82	-0.386582	0.199438	0.434996	2.6653
83	-0.2226	-0.369865	0.431684	-2.11257
84	-0.237169	-0.120339	0.265953	-2.67204
85	-0.203845	0.0774515	0.218063	2.77849
86	-0.205975	0.253338	0.326506	2.25344
87	0.0557901	-0.114528	0.127394	-1.1175
88	-0.293325	0.0913193	0.307211	2.83978
89	-0.130864	-0.0291519	0.134072	-2.92241
90	0.211004	-0.085734	0.227757	-0.385937
91	0.151054	-0.168032	0.225947	-0.838557
92	-0.0778572	0.12099	0.143876	2.14259
93	0.00772614	-0.0480651	0.0486821	-1.41142
94	0.174075	-0.212642	0.274807	-0.884798
95	-0.0521843	-0.190704	0.197715	-1.8379
96	0.158712	0.249664	0.295841	1.00454
97	-0.131745	-0.227088	0.262537	-2.09649
98	-0.0280816	0.302697	0.303997	1.6633
99	0.0255578	-0.218514	0.220003	-1.45436
100	-0.291825	0.211529	0.360425	2.51438
101	-0.275263	0.0460656	0.279091	2.97578
102	0.092027	-0.305468	0.319029	-1.27818
103	0.203716	0.237136	0.312624	0.861061
104	-0.0713179	-0.0287591	0.0768982	-2.75829
105	-0.209899	0.593845	0.629848	1.91055
106	0.338722	-0.073641	0.346635	-0.214077
107	-0.121472	0.256713	0.284002	2.01276
108	0.290187	0.072865	0.299195	0.246011
109	0.224967	0.198043	0.299718	0.721834
110	-0.11494	-0.330729	0.350133	-1.90527
111	-0.719082	0.0203085	0.719369	3.11336
112	-0.138114	0.104967	0.173475	2.49172
113	0.165273	-0.0480829	0.172126	-0.283115
114	-0.185184	-0.276861	0.333084	-2.16032
115	-0.0336541	-0.0801777	0.0869543	-1.96821
116	-0.144151	-0.136352	0.198423	-2.38399
117	-0.153812	0.0508417	0.161997	2.82235
118	-0.209274	-0.117739	0.240121	-2.62912
119	-0.250193	-0.0850442	0.264252	-2.81393
120	-0.349658	-0.299471	0.460373	-2.43336
121	-0.551775	-0.0347141	0.552866	-3.07876
122	-0.276899	0.0627032	0.28391	2.9189
123	0.0977435	0.234475	0.254032	1.17584
124	-0.311392	-0.358473	0.474834	-2.28603
125	0.137962	0.162567	0.213217	0.867088
126	-0.132829	-0.436562	0.456322	-1.86616
127	0.325226	0.146464	0.356684	0.423142
128	-0.348705	-0.1308	0.372429	-2.78273
129	-0.118737	-0.0822599	0.144448	-2.53572
130	0.291217	-0.09638	0.306751	-0.31961
131	-0.270825	-0.0708938	0.27995	-2.88557
132	-0.170846	-0.061684	0.18164	-2.79511
133	-0.0586603	-0.218879	0.226603	-1.83265
134	0.398164	0.0602802	0.402701	0.150254
135	0.184914	0.628114	0.654767	1.28449
136	-0.084084	-0.0555657	0.100785	-2.55764
137	0.0200081	0.0738807	0.076542	1.30632
138	0.0425627	0.179994	0.184958	1.33859
139	-0.0531483	0.311008	0.315516	1.74005
140	-0.0154807	0.0627034	0.0645862	1.81284
141	-0.029788	0.0961694	0.100677	1.87117
142	-0.0414584	0.188472	0.192978	1.78732
143	-0.374853	-0.150325	0.403872	-2.7602
144	0.126664	0.177069	0.217708	0.94985
145	0.00154351	0.301247	0.301251	1.56567
146	0.0428929	0.0807719	0.0914544	1.08263
147	-0.0278654	-0.196296	0.198264	-1.71181
148	0.325408	-0.171066	0.367633	-0.483995
149	-0.116337	-0.0260416	0.119216	-2.92138
150	-0.162219	0.227411	0.27934	2.19041
151	-0.491107	0.145677	0.512257	2.85323
152	0.17398	-0.0965532	0.198976	-0.506649
153	-0.148227	-0.222003	0.266939	-2.1595
154	-0.0257577	0.120776	0.123492	1.78092
155	0.23145	-0.080389	0.245013	-0.334292
156	0.199898	-0.213736	0.292647	-0.818841
157	-0.156765	-0.0218794	0.158285	-3.00292
158	0.184502	-0.0864481	0.203751	-0.438171
159	-0.125006	0.26548	0.293439	2.01087
160	0.195092	0.216359	0.291328	0.837041
161	0.0412629	-0.0581827	0.0713292	-0.953925
162	0.0771673	0.580612	0.585717	1.43866
163	0.0467304	-0.0351036	0.0584465	-0.644264
164	-0.184264	-0.0732651	0.198295	-2.76315
165	0.262418	-0.285826	0.38802	-0.828068
166	0.228812	0.202903	0.305817	0.725457
167	-0.183907	0.224996	0.290595	2.25604
168	-0.000710681	-0.279308	0.279309	-1.57334
169	0.119095	0.0242746	0.121544	0.20107
170	0.0937744	-0.197209	0.218369	-1.12693
171	-0.0204111	-0.111782	0.11363	-1.7514
172	-0.111267	0.258132	0.281092	1.97778
173	-0.0881104	-0.134106	0.160461	-2.15209
174	-0.121637	0.183399	0.22007	2.15642
175	-0.111916	-0.196702	0.226311	-2.08808
176	0.31752	-0.0780666	0.326976	-0.241082
177	-0.0690826	0.197816	0.209532	1.90678
